Código,Nat,Ud,Resumen,CanPres,Descripción,Resumen_2,CanPres_2,Descripción_2,Castro € unitario,Castro € tot,Balboa € unitario,Balboa € tot,Delta Castro,Delta Balboa
ILI001,Partida,Ud,"Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipami",1.000,"Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipamiento principalmente en vertical, de 500x600x80 mm. Incluso tapa, accesorios, piezas especiales y fijaciones.
Incluye: Replanteo. Colocación y fijación de la caja.","Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipami",1.000,"Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipamiento principalmente en vertical, de 500x600x80 mm. Incluso tapa, accesorios, piezas especiales y fijaciones.
Incluye: Replanteo. Colocación y fijación de la caja.",101.52,101.52,53.9,53.9,0.0,0.0
ILS010,Partida,m,"Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro d",10.000,"Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro de terminación de red en el interior de la vivienda, en edificación de hasta 2 PAU, formada por 4 tubos (1 RTV, 1 cable de pares o cable de pares trenzados, 1 cable coaxial, 1 cable de fibra óptica) de PVC flexible, corrugados, reforzados de 32 mm de diámetro, resistencia a la compresión 320 N, resistencia al impacto 2 julios. Incluso accesorios, elementos de sujeción e hilo guía.
Incluye: Replanteo del recorrido de la canalización. Colocación y fijación de los tubos. Colocación del hilo guía.","Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro d",10.000,"Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro de terminación de red en el interior de la vivienda, en edificación de hasta 2 PAU, formada por 4 tubos (1 RTV, 1 cable de pares o cable de pares trenzados, 1 cable coaxial, 1 cable de fibra óptica) de PVC flexible, corrugados, reforzados de 32 mm de diámetro, resistencia a la compresión 320 N, resistencia al impacto 2 julios. Incluso accesorios, elementos de sujeción e hilo guía.
Incluye: Replanteo del recorrido de la canalización. Colocación y fijación de los tubos. Colocación del hilo guía.",6.18,61.8,8.35,83.5,0.0,0.0
REM010,Partida,,,,,Peldaño de madera.,30.000,"Peldaño de madera maciza de roble (Quercus robur), con certificado PEFC, de 800x280x22 mm, formado por tablero alistonado de lama continua, barnizado en taller con barniz sintético con acabado mate, resistencia al deslizamiento 15<Rd<=35, clase 1, colocado mediante sistema de fijación oculta en zanca de escalera. Incluso accesorios y elementos para fijación del peldaño.
Incluye: Replanteo. Colocación y fijación de los peldaños. Limpieza final.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,
YCA020,Partida,Ud,"Protección de hueco horizontal de una arqueta de 50x50 cm de sección, durante su proceso de construcción hasta que se coloque su",3.000,"Protección de hueco horizontal de una arqueta de 50x50 cm de sección, durante su proceso de construcción hasta que se coloque su tapa definitiva, realizada mediante tabloncillos de madera de pino de 15x5,2 cm, colocados uno junto a otro hasta cubrir la totalidad del hueco, reforzados en su parte inferior por tres tabloncillos en sentido contrario, fijados con clavos de acero, con rebaje en su refuerzo para alojarla en el hueco de la planta de la arqueta de modo que impida su movimiento horizontal, preparada para soportar una carga puntual de 3 kN. Amortizable en 4 usos.","Protección de hueco horizontal de una arqueta de 50x50 cm de sección, durante su proceso de construcción hasta que se coloque su",3.000,"Protección de hueco horizontal de una arqueta de 50x50 cm de sección, durante su proceso de construcción hasta que se coloque su tapa definitiva, realizada mediante tabloncillos de madera de pino de 15x5,2 cm, colocados uno junto a otro hasta cubrir la totalidad del hueco, reforzados en su parte inferior por tres tabloncillos en sentido contrario, fijados con clavos de acero, con rebaje en su refuerzo para alojarla en el hueco de la planta de la arqueta de modo que impida su movimiento horizontal, preparada para soportar una carga puntual de 3 kN. Amortizable en 4 usos.",7891.65,7891.65,6765,6765,0.0,0.0
YCB040,Partida,Ud,"Protección de paso peatonal sobre zanjas abiertas mediante pasarela de acero, de 1,50 m de longitud para anchura máxima de zanja",1.000,"Protección de paso peatonal sobre zanjas abiertas mediante pasarela de acero, de 1,50 m de longitud para anchura máxima de zanja de 0,9 m, anchura útil de 0,87 m, con plataforma de superficie antideslizante sin desniveles, con 400 kg de capacidad de carga, rodapiés laterales de 0,15 m, barandillas laterales de 1 m de altura, con travesaño lateral, amortizable en 20 usos. Incluso elementos de fijación al suelo para garantizar la inmovilidad del conjunto.","Protección de paso peatonal sobre zanjas abiertas mediante pasarela de acero, de 1,50 m de longitud para anchura máxima de zanja",1.000,"Protección de paso peatonal sobre zanjas abiertas mediante pasarela de acero, de 1,50 m de longitud para anchura máxima de zanja de 0,9 m, anchura útil de 0,87 m, con plataforma de superficie antideslizante sin desniveles, con 400 kg de capacidad de carga, rodapiés laterales de 0,15 m, barandillas laterales de 1 m de altura, con travesaño lateral, amortizable en 20 usos. Incluso elementos de fijación al suelo para garantizar la inmovilidad del conjunto.",,,202.95,202.95,,0.0
YCB060,Partida,m,"Protección frente a la caída de camiones en bordes de excavación, durante los trabajos de descarga directa de hormigón o materia",10.320,"Protección frente a la caída de camiones en bordes de excavación, durante los trabajos de descarga directa de hormigón o materiales de relleno, formada por tope compuesto por 2 tablones de madera de pino de 25x7,5 cm, amortizables en 4 usos y perfiles de acero UNE-EN 10025 S275JR, laminado en caliente, de la serie IPN 200, galvanizado en caliente, de 1 m de longitud, hincados en el terreno cada 2,0 m, amortizables en 150 usos. Incluso elementos de acero para el ensamble de los tablones.","Protección frente a la caída de camiones en bordes de excavación, durante los trabajos de descarga directa de hormigón o materia",10.320,"Protección frente a la caída de camiones en bordes de excavación, durante los trabajos de descarga directa de hormigón o materiales de relleno, formada por tope compuesto por 2 tablones de madera de pino de 25x7,5 cm, amortizables en 4 usos y perfiles de acero UNE-EN 10025 S275JR, laminado en caliente, de la serie IPN 200, galvanizado en caliente, de 1 m de longitud, hincados en el terreno cada 2,0 m, amortizables en 150 usos. Incluso elementos de acero para el ensamble de los tablones.",,,164.78,164.78,,0.0
YCB070,Partida,m,"Protección de personas en bordes de excavación mediante barandilla de seguridad de 1 m de altura, formada por barra horizontal s",25.300,"Protección de personas en bordes de excavación mediante barandilla de seguridad de 1 m de altura, formada por barra horizontal superior corrugada de acero UNE-EN 10080 B 500 S de 16 mm de diámetro, barra horizontal intermedia corrugada de acero UNE-EN 10080 B 500 S de 16 mm de diámetro y rodapié de tabloncillo de madera de pino de 15x5,2 cm, todo ello sujeto mediante bridas de nylon y alambre a montantes de barra corrugada de acero UNE-EN 10080 B 500 S de 20 mm de diámetro, hincados en el terreno cada 1,00 m. Incluso tapones de PVC, tipo seta, para la protección de los extremos de las armaduras. Amortizable las barras en 3 usos, la madera en 4 usos y los tapones protectores en 15 usos.","Protección de personas en bordes de excavación mediante barandilla de seguridad de 1 m de altura, formada por barra horizontal s",25.300,"Protección de personas en bordes de excavación mediante barandilla de seguridad de 1 m de altura, formada por barra horizontal superior corrugada de acero UNE-EN 10080 B 500 S de 16 mm de diámetro, barra horizontal intermedia corrugada de acero UNE-EN 10080 B 500 S de 16 mm de diámetro y rodapié de tabloncillo de madera de pino de 15x5,2 cm, todo ello sujeto mediante bridas de nylon y alambre a montantes de barra corrugada de acero UNE-EN 10080 B 500 S de 20 mm de diámetro, hincados en el terreno cada 1,00 m. Incluso tapones de PVC, tipo seta, para la protección de los extremos de las armaduras. Amortizable las barras en 3 usos, la madera en 4 usos y los tapones protectores en 15 usos.",,,135.3,135.3,,0.0
YCF011,Partida,m,"Sistema provisional de protección de borde de forjado, clase A, en estructuras metálicas, de 1 m de altura, que proporciona resi",13.800,"Sistema provisional de protección de borde de forjado, clase A, en estructuras metálicas, de 1 m de altura, que proporciona resistencia sólo para cargas estáticas, para superficies de trabajo con un ángulo de inclinación máximo de 10° y que se ajusta a distintos perfiles metálicos, formado por: barandilla principal de tubo de acero de 25 mm de diámetro y 2500 mm de longitud, amortizable en 150 usos; barandilla intermedia de tubo de acero de 25 mm de diámetro y 2500 mm de longitud, dispuesta de manera que una esfera de 470 mm no pase a través de cualquier apertura, amortizable en 150 usos; rodapié metálico de 3 m de longitud, que tenga el borde superior al menos 15 cm por encima de la superficie de trabajo, amortizable en 150 usos y guardacuerpos telescópicos de seguridad fabricados en acero de primera calidad pintado al horno en epoxi-poliéster, de 35x35 mm y 1500 mm de longitud, separados entre sí una distancia máxima de 2,5 m y fijados a la viga metálica por apriete, amortizables en 20 usos.","Sistema provisional de protección de borde de forjado, clase A, en estructuras metálicas, de 1 m de altura, que proporciona resi",13.800,"Sistema provisional de protección de borde de forjado, clase A, en estructuras metálicas, de 1 m de altura, que proporciona resistencia sólo para cargas estáticas, para superficies de trabajo con un ángulo de inclinación máximo de 10° y que se ajusta a distintos perfiles metálicos, formado por: barandilla principal de tubo de acero de 25 mm de diámetro y 2500 mm de longitud, amortizable en 150 usos; barandilla intermedia de tubo de acero de 25 mm de diámetro y 2500 mm de longitud, dispuesta de manera que una esfera de 470 mm no pase a través de cualquier apertura, amortizable en 150 usos; rodapié metálico de 3 m de longitud, que tenga el borde superior al menos 15 cm por encima de la superficie de trabajo, amortizable en 150 usos y guardacuerpos telescópicos de seguridad fabricados en acero de primera calidad pintado al horno en epoxi-poliéster, de 35x35 mm y 1500 mm de longitud, separados entre sí una distancia máxima de 2,5 m y fijados a la viga metálica por apriete, amortizables en 20 usos.",,,1298.88,1298.88,,0.0
YCF022,Partida,m,"Sistema provisional de protección de borde de forjado, clase B, que proporciona resistencia sólo para cargas estáticas y para su",46.900,"Sistema provisional de protección de borde de forjado, clase B, que proporciona resistencia sólo para cargas estáticas y para superficies de trabajo con un ángulo de inclinación máximo de 30°, formado por: barandilla, de polipropileno reforzado con fibra de vidrio, de 1015 mm de altura y 1520 mm de longitud, amortizable en 350 usos y guardacuerpos fijos de seguridad fabricados en acero de primera calidad con pintura anticorrosiva, de 37x37 mm y 1100 mm de longitud, separados entre sí una distancia máxima de 1,52 m y fijados al forjado con soporte mordaza, amortizables en 20 usos.","Sistema provisional de protección de borde de forjado, clase B, que proporciona resistencia sólo para cargas estáticas y para su",46.900,"Sistema provisional de protección de borde de forjado, clase B, que proporciona resistencia sólo para cargas estáticas y para superficies de trabajo con un ángulo de inclinación máximo de 30°, formado por: barandilla, de polipropileno reforzado con fibra de vidrio, de 1015 mm de altura y 1520 mm de longitud, amortizable en 350 usos y guardacuerpos fijos de seguridad fabricados en acero de primera calidad con pintura anticorrosiva, de 37x37 mm y 1100 mm de longitud, separados entre sí una distancia máxima de 1,52 m y fijados al forjado con soporte mordaza, amortizables en 20 usos.",,,760.25,760.25,,0.0
YCF050,Partida,m,"Sistema V de red de seguridad colocada verticalmente, primera puesta, formado por: red de seguridad UNE-EN 1263-1 V A2 M100 D M,",13.800,"Sistema V de red de seguridad colocada verticalmente, primera puesta, formado por: red de seguridad UNE-EN 1263-1 V A2 M100 D M, de poliamida de alta tenacidad, anudada, de color blanco, de dimensiones 10x7 m, certificada por AIDICO, amortizable en 10 puestas, con anclajes de red embebidos cada 50 cm en el borde del forjado y soportes tipo horca fijos de 8x2 m con tubo de 60x60x3 mm, fabricado en acero de primera calidad pintado al horno en epoxi-poliéster, separados entre sí una distancia máxima de 4,5 m, amortizables en 15 usos, anclados al forjado mediante horquillas de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro. Incluso cuerda de unión de polipropileno, para unir las redes y cuerda de atado de polipropileno, para atar la cuerda perimetral de las redes a un soporte adecuado.","Sistema V de red de seguridad colocada verticalmente, primera puesta, formado por: red de seguridad UNE-EN 1263-1 V A2 M100 D M,",13.800,"Sistema V de red de seguridad colocada verticalmente, primera puesta, formado por: red de seguridad UNE-EN 1263-1 V A2 M100 D M, de poliamida de alta tenacidad, anudada, de color blanco, de dimensiones 10x7 m, certificada por AIDICO, amortizable en 10 puestas, con anclajes de red embebidos cada 50 cm en el borde del forjado y soportes tipo horca fijos de 8x2 m con tubo de 60x60x3 mm, fabricado en acero de primera calidad pintado al horno en epoxi-poliéster, separados entre sí una distancia máxima de 4,5 m, amortizables en 15 usos, anclados al forjado mediante horquillas de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro. Incluso cuerda de unión de polipropileno, para unir las redes y cuerda de atado de polipropileno, para atar la cuerda perimetral de las redes a un soporte adecuado.",,,,,,
YCH030,Partida,m²,Protección de hueco horizontal de forjado de superficie inferior o igual a 1 m² mediante tablero de madera de pino de 22 mm de e,3.000,"Protección de hueco horizontal de forjado de superficie inferior o igual a 1 m² mediante tablero de madera de pino de 22 mm de espesor, colocado de manera que cubra la totalidad del hueco, reforzado en su parte inferior por tabloncillos, quedando el conjunto con la suficiente resistencia para soportar los esfuerzos a los que se le va a someter y sujeto al forjado con puntas planas de acero de modo que se impida su movimiento horizontal. Amortizable en 4 usos.",Protección de hueco horizontal de forjado de superficie inferior o igual a 1 m² mediante tablero de madera de pino de 22 mm de e,3.000,"Protección de hueco horizontal de forjado de superficie inferior o igual a 1 m² mediante tablero de madera de pino de 22 mm de espesor, colocado de manera que cubra la totalidad del hueco, reforzado en su parte inferior por tabloncillos, quedando el conjunto con la suficiente resistencia para soportar los esfuerzos a los que se le va a someter y sujeto al forjado con puntas planas de acero de modo que se impida su movimiento horizontal. Amortizable en 4 usos.",,,,,,
YCI020,Partida,m²,"Red de protección de poliamida de alta tenacidad, color blanco, de 100x100 mm de paso, con cuerda de red de calibre 3 mm, para c",115.000,"Red de protección de poliamida de alta tenacidad, color blanco, de 100x100 mm de paso, con cuerda de red de calibre 3 mm, para colocar tensada y al mismo nivel de trabajo, bajo forjado unidireccional con sistema de encofrado parcial, fijada a las viguetas cada 100 cm con clavetas de acero.","Red de protección de poliamida de alta tenacidad, color blanco, de 100x100 mm de paso, con cuerda de red de calibre 3 mm, para c",115.000,"Red de protección de poliamida de alta tenacidad, color blanco, de 100x100 mm de paso, con cuerda de red de calibre 3 mm, para colocar tensada y al mismo nivel de trabajo, bajo forjado unidireccional con sistema de encofrado parcial, fijada a las viguetas cada 100 cm con clavetas de acero.",,,,,,
YCJ010,Partida,Ud,"Protección de extremo de armadura de 12 a 32 mm de diámetro, mediante colocación de tapón protector de PVC, tipo seta, de color",325.000,"Protección de extremo de armadura de 12 a 32 mm de diámetro, mediante colocación de tapón protector de PVC, tipo seta, de color rojo, amortizable en 10 usos.","Protección de extremo de armadura de 12 a 32 mm de diámetro, mediante colocación de tapón protector de PVC, tipo seta, de color",325.000,"Protección de extremo de armadura de 12 a 32 mm de diámetro, mediante colocación de tapón protector de PVC, tipo seta, de color rojo, amortizable en 10 usos.",,,,,,
YCK010,Partida,m,"Red vertical de protección, tipo pantalla, de poliamida de alta tenacidad, color blanco, con cuerda de red de calibre 4 mm y rod",41.300,"Red vertical de protección, tipo pantalla, de poliamida de alta tenacidad, color blanco, con cuerda de red de calibre 4 mm y rodapié de malla de polietileno de alta densidad, color verde, anclada al borde del forjado cada 50 cm con anclajes expansivos de acero galvanizado en caliente, para cerrar completamente el hueco existente entre dos forjados a lo largo de todo su perímetro, durante los trabajos en el interior, en planta de hasta 3 m de altura libre. Incluso cuerda de unión de polipropileno, para unir las redes.","Red vertical de protección, tipo pantalla, de poliamida de alta tenacidad, color blanco, con cuerda de red de calibre 4 mm y rod",41.300,"Red vertical de protección, tipo pantalla, de poliamida de alta tenacidad, color blanco, con cuerda de red de calibre 4 mm y rodapié de malla de polietileno de alta densidad, color verde, anclada al borde del forjado cada 50 cm con anclajes expansivos de acero galvanizado en caliente, para cerrar completamente el hueco existente entre dos forjados a lo largo de todo su perímetro, durante los trabajos en el interior, en planta de hasta 3 m de altura libre. Incluso cuerda de unión de polipropileno, para unir las redes.",,,,,,
YCK020,Partida,Ud,"Protección de hueco de ventana de entre 95 y 165 cm de anchura en cerramiento exterior, mediante dos tubos metálicos extensibles",18.000,"Protección de hueco de ventana de entre 95 y 165 cm de anchura en cerramiento exterior, mediante dos tubos metálicos extensibles, con tornillo cilíndrico con hexágono interior para llave Allen, para fijación de los tubos, amortizables en 20 usos, colocados una vez construida la hoja exterior del cerramiento y anclados a los orificios previamente realizados en los laterales del hueco de la ventana.","Protección de hueco de ventana de entre 95 y 165 cm de anchura en cerramiento exterior, mediante dos tubos metálicos extensibles",18.000,"Protección de hueco de ventana de entre 95 y 165 cm de anchura en cerramiento exterior, mediante dos tubos metálicos extensibles, con tornillo cilíndrico con hexágono interior para llave Allen, para fijación de los tubos, amortizables en 20 usos, colocados una vez construida la hoja exterior del cerramiento y anclados a los orificios previamente realizados en los laterales del hueco de la ventana.",,,,,,
YCL160,Partida,Ud,"Suministro, colocación y desmontaje de línea de anclaje horizontal temporal, de cable de acero, con amortiguador de caídas, de 2",3.000,"Suministro, colocación y desmontaje de línea de anclaje horizontal temporal, de cable de acero, con amortiguador de caídas, de 20 m de longitud máxima, para asegurar hasta tres operarios, clase C, compuesta por 2 placas de anclaje y 1 línea de anclaje flexible, formada por 1 absorbedor de energía con indicador de tensión e indicador de número de caídas; 1 tensor y 20 m de cable, de acero galvanizado, de 8 mm de diámetro, compuesto por 7 cordones de 19 hilos, con prensado terminal con casquillo de cobre, guardacable y conector en un extremo, amortizable en 3 usos. Incluso elementos para fijación mecánica a paramento de las placas de anclaje.","Suministro, colocación y desmontaje de línea de anclaje horizontal temporal, de cable de acero, con amortiguador de caídas, de 2",3.000,"Suministro, colocación y desmontaje de línea de anclaje horizontal temporal, de cable de acero, con amortiguador de caídas, de 20 m de longitud máxima, para asegurar hasta tres operarios, clase C, compuesta por 2 placas de anclaje y 1 línea de anclaje flexible, formada por 1 absorbedor de energía con indicador de tensión e indicador de número de caídas; 1 tensor y 20 m de cable, de acero galvanizado, de 8 mm de diámetro, compuesto por 7 cordones de 19 hilos, con prensado terminal con casquillo de cobre, guardacable y conector en un extremo, amortizable en 3 usos. Incluso elementos para fijación mecánica a paramento de las placas de anclaje.",,,,,,
YCR035,Partida,Ud,"Valla trasladable de 3,50x2,00 m, colocada en vallado provisional de solar, formada por panel de malla electrosoldada con pliegu",1.000,"Valla trasladable de 3,50x2,00 m, colocada en vallado provisional de solar, formada por panel de malla electrosoldada con pliegues de refuerzo, de 200x100 mm de paso de malla, con alambres horizontales de 5 mm de diámetro y verticales de 4 mm, soldados en los extremos a postes verticales de 40 mm de diámetro, acabado galvanizado, con puerta incorporada para acceso peatonal, de una hoja, de 0,90x2,00 m, con lengüetas para candado, amortizable en 5 usos y bases prefabricadas de hormigón, de 65x24x12 cm, con 8 orificios, para soporte de los postes, amortizables en 5 usos, fijadas al pavimento con pletinas de 20x4 mm y tacos de expansión de acero.","Valla trasladable de 3,50x2,00 m, colocada en vallado provisional de solar, formada por panel de malla electrosoldada con pliegu",1.000,"Valla trasladable de 3,50x2,00 m, colocada en vallado provisional de solar, formada por panel de malla electrosoldada con pliegues de refuerzo, de 200x100 mm de paso de malla, con alambres horizontales de 5 mm de diámetro y verticales de 4 mm, soldados en los extremos a postes verticales de 40 mm de diámetro, acabado galvanizado, con puerta incorporada para acceso peatonal, de una hoja, de 0,90x2,00 m, con lengüetas para candado, amortizable en 5 usos y bases prefabricadas de hormigón, de 65x24x12 cm, con 8 orificios, para soporte de los postes, amortizables en 5 usos, fijadas al pavimento con pletinas de 20x4 mm y tacos de expansión de acero.",,,,,,
YCS010,Partida,Ud,"Lámpara portátil de mano, con cesto protector, mango aislante, cable de 5 m y gancho de sujeción, amortizable en 3 usos.",2.000,"Lámpara portátil de mano, con cesto protector, mango aislante, cable de 5 m y gancho de sujeción, amortizable en 3 usos.","Lámpara portátil de mano, con cesto protector, mango aislante, cable de 5 m y gancho de sujeción, amortizable en 3 usos.",2.000,"Lámpara portátil de mano, con cesto protector, mango aislante, cable de 5 m y gancho de sujeción, amortizable en 3 usos.",,,,,,
YCS015,Partida,Ud,"Foco portátil de 500 W de potencia, para interior, con rejilla de protección, soporte de tubo de acero y cable de 1,5 m, amortiz",1.000,"Foco portátil de 500 W de potencia, para interior, con rejilla de protección, soporte de tubo de acero y cable de 1,5 m, amortizable en 3 usos.","Foco portátil de 500 W de potencia, para interior, con rejilla de protección, soporte de tubo de acero y cable de 1,5 m, amortiz",1.000,"Foco portátil de 500 W de potencia, para interior, con rejilla de protección, soporte de tubo de acero y cable de 1,5 m, amortizable en 3 usos.",,,,,,
YCS016,Partida,Ud,"Foco portátil de 500 W de potencia, para exterior, con rejilla de protección, trípode telescópico de 1,6 m de altura y cable de",1.000,"Foco portátil de 500 W de potencia, para exterior, con rejilla de protección, trípode telescópico de 1,6 m de altura y cable de 3 m, amortizable en 3 usos.","Foco portátil de 500 W de potencia, para exterior, con rejilla de protección, trípode telescópico de 1,6 m de altura y cable de",1.000,"Foco portátil de 500 W de potencia, para exterior, con rejilla de protección, trípode telescópico de 1,6 m de altura y cable de 3 m, amortizable en 3 usos.",,,,,,
YCS020,Partida,Ud,"Cuadro eléctrico provisional de obra para una potencia máxima de 5 kW, compuesto por armario de distribución con dispositivo de",1.000,"Cuadro eléctrico provisional de obra para una potencia máxima de 5 kW, compuesto por armario de distribución con dispositivo de emergencia, tomas y los interruptores automáticos magnetotérmicos y diferenciales necesarios, amortizable en 4 usos.","Cuadro eléctrico provisional de obra para una potencia máxima de 5 kW, compuesto por armario de distribución con dispositivo de",1.000,"Cuadro eléctrico provisional de obra para una potencia máxima de 5 kW, compuesto por armario de distribución con dispositivo de emergencia, tomas y los interruptores automáticos magnetotérmicos y diferenciales necesarios, amortizable en 4 usos.",,,,,,
YCS030,Partida,Ud,"Toma de tierra independiente para instalación provisional de obra, compuesta por pica de acero cobreado de 2 m de longitud, hinc",1.000,"Toma de tierra independiente para instalación provisional de obra, compuesta por pica de acero cobreado de 2 m de longitud, hincada en el terreno, conectada a puente para comprobación, dentro de una arqueta de registro de polipropileno de 30x30 cm. Incluso grapa abarcón para la conexión del electrodo con la línea de enlace y aditivos para disminuir la resistividad del terreno.","Toma de tierra independiente para instalación provisional de obra, compuesta por pica de acero cobreado de 2 m de longitud, hinc",1.000,"Toma de tierra independiente para instalación provisional de obra, compuesta por pica de acero cobreado de 2 m de longitud, hincada en el terreno, conectada a puente para comprobación, dentro de una arqueta de registro de polipropileno de 30x30 cm. Incluso grapa abarcón para la conexión del electrodo con la línea de enlace y aditivos para disminuir la resistividad del terreno.",,,,,,
YCU010,Partida,Ud,"Extintor portátil de polvo químico ABC polivalente antibrasa, con presión incorporada, de eficacia 21A-144B-C, con 6 kg de agent",1.000,"Extintor portátil de polvo químico ABC polivalente antibrasa, con presión incorporada, de eficacia 21A-144B-C, con 6 kg de agente extintor, con manómetro y manguera con boquilla difusora, amortizable en 3 usos.","Extintor portátil de polvo químico ABC polivalente antibrasa, con presión incorporada, de eficacia 21A-144B-C, con 6 kg de agent",1.000,"Extintor portátil de polvo químico ABC polivalente antibrasa, con presión incorporada, de eficacia 21A-144B-C, con 6 kg de agente extintor, con manómetro y manguera con boquilla difusora, amortizable en 3 usos.",,,,,,
YCU010b,Partida,Ud,"Extintor portátil de nieve carbónica CO2, de eficacia 34B, con 2 kg de agente extintor, con vaso difusor, amortizable en 3 usos.",1.000,"Extintor portátil de nieve carbónica CO2, de eficacia 34B, con 2 kg de agente extintor, con vaso difusor, amortizable en 3 usos.","Extintor portátil de nieve carbónica CO2, de eficacia 34B, con 2 kg de agente extintor, con vaso difusor, amortizable en 3 usos.",1.000,"Extintor portátil de nieve carbónica CO2, de eficacia 34B, con 2 kg de agente extintor, con vaso difusor, amortizable en 3 usos.",,,,,,
YCV010,Partida,m,"Suministro, montaje y desmontaje de bajante para vertido de escombros, compuesta por 3 tubos y 1 embocadura de polietileno, de 4",5.550,"Suministro, montaje y desmontaje de bajante para vertido de escombros, compuesta por 3 tubos y 1 embocadura de polietileno, de 49 cm de diámetro superior y 40 cm de diámetro inferior, con soportes y cadenas metálicas, por cada planta de hasta 3 m de altura libre, amortizable en 5 usos, fijada al forjado mediante puntales metálicos telescópicos, accesorios y elementos de sujeción, amortizables en 5 usos.","Suministro, montaje y desmontaje de bajante para vertido de escombros, compuesta por 3 tubos y 1 embocadura de polietileno, de 4",5.550,"Suministro, montaje y desmontaje de bajante para vertido de escombros, compuesta por 3 tubos y 1 embocadura de polietileno, de 49 cm de diámetro superior y 40 cm de diámetro inferior, con soportes y cadenas metálicas, por cada planta de hasta 3 m de altura libre, amortizable en 5 usos, fijada al forjado mediante puntales metálicos telescópicos, accesorios y elementos de sujeción, amortizables en 5 usos.",,,,,,
YCV020,Partida,Ud,"Suministro, montaje y desmontaje de toldo plastificado para pie de bajante de escombros, para cubrición de contenedor, amortizab",1.000,"Suministro, montaje y desmontaje de toldo plastificado para pie de bajante de escombros, para cubrición de contenedor, amortizable en 5 usos, que impide tanto la emisión del polvo generado por la salida de escombros como el depósito en el contenedor de otros residuos ajenos a la obra.","Suministro, montaje y desmontaje de toldo plastificado para pie de bajante de escombros, para cubrición de contenedor, amortizab",1.000,"Suministro, montaje y desmontaje de toldo plastificado para pie de bajante de escombros, para cubrición de contenedor, amortizable en 5 usos, que impide tanto la emisión del polvo generado por la salida de escombros como el depósito en el contenedor de otros residuos ajenos a la obra.",,,,,,
YFF010,Partida,Ud,"Reunión del Comité de Seguridad y Salud en el Trabajo, considerando una reunión de dos horas. El Comité estará compuesto por un",1.000,"Reunión del Comité de Seguridad y Salud en el Trabajo, considerando una reunión de dos horas. El Comité estará compuesto por un técnico cualificado en materia de Seguridad y Salud con categoría de encargado de obra, dos trabajadores con categoría de oficial de 2ª, un ayudante y un vigilante de Seguridad y Salud con categoría de oficial de 1ª.","Reunión del Comité de Seguridad y Salud en el Trabajo, considerando una reunión de dos horas. El Comité estará compuesto por un",1.000,"Reunión del Comité de Seguridad y Salud en el Trabajo, considerando una reunión de dos horas. El Comité estará compuesto por un técnico cualificado en materia de Seguridad y Salud con categoría de encargado de obra, dos trabajadores con categoría de oficial de 2ª, un ayudante y un vigilante de Seguridad y Salud con categoría de oficial de 1ª.",,,,,,
YFF020,Partida,Ud,"Hora de charla para formación de Seguridad y Salud en el Trabajo, realizada por Técnico cualificado perteneciente a una empresa",1.000,"Hora de charla para formación de Seguridad y Salud en el Trabajo, realizada por Técnico cualificado perteneciente a una empresa asesora en Seguridad y Prevención de Riesgos.","Hora de charla para formación de Seguridad y Salud en el Trabajo, realizada por Técnico cualificado perteneciente a una empresa",1.000,"Hora de charla para formación de Seguridad y Salud en el Trabajo, realizada por Técnico cualificado perteneciente a una empresa asesora en Seguridad y Prevención de Riesgos.",,,,,,
YIC010,Partida,Ud,"Casco de protección, destinado a proteger al usuario contra la caída de objetos y las consecuentes lesiones cerebrales y fractur",5.000,"Casco de protección, destinado a proteger al usuario contra la caída de objetos y las consecuentes lesiones cerebrales y fracturas de cráneo, amortizable en 10 usos.","Casco de protección, destinado a proteger al usuario contra la caída de objetos y las consecuentes lesiones cerebrales y fractur",5.000,"Casco de protección, destinado a proteger al usuario contra la caída de objetos y las consecuentes lesiones cerebrales y fracturas de cráneo, amortizable en 10 usos.",,,,,,
YIC010b,Partida,Ud,"Casco aislante eléctrico, destinado a proteger al usuario frente a choques eléctricos mediante la prevención del paso de una cor",1.000,"Casco aislante eléctrico, destinado a proteger al usuario frente a choques eléctricos mediante la prevención del paso de una corriente a través del cuerpo entrando por la cabeza, amortizable en 10 usos.","Casco aislante eléctrico, destinado a proteger al usuario frente a choques eléctricos mediante la prevención del paso de una cor",1.000,"Casco aislante eléctrico, destinado a proteger al usuario frente a choques eléctricos mediante la prevención del paso de una corriente a través del cuerpo entrando por la cabeza, amortizable en 10 usos.",,,,,,
